Epoch,tle_a,tle_e,tle_i,tle_O,tle_omega,tle_m,rk45_a,rk45_e,rk45_i,rk45_O,rk45_omega,rk45_m,a_err,e_err,i_err,O_err,omega_err,m_err,x_tle,y_tle,z_tle,vx_tle,vy_tle,vz_tle,alt_tle,speed_tle,x_rk45,y_rk45,z_rk45,vx_rk45,vy_rk45,vz_rk45,alt_rk45,speed_rk45,x_err,y_err,z_err,alt_err,speed_err
2.46038837439085e+06,7.70730325315171e+03,9.89314786221803e-04,6.60548529860879e+01,1.70072647414902e+02,3.59510469084865e+02,1.74803742251743e+02,7.73825748316008e+03,2.90058577540934e-03,6.61416632043876e+01,1.69972759478835e+02,1.27507702921853e+01,1.81900684900506e-02,3.09542300083731e+01,1.91127098918754e-03,8.68102182997035e-02,9.98879360677449e-02,3.46759698792680e+02,1.74785552183253e+02,-3.51487085406675e+02,-3.11628604398832e+03,7.04874830935108e+03,7.08706485257953e+00,-1.16734780968170e+00,-1.61988557827511e-01,1.33689692787556e+03,7.18438789503349e+00,-6.38307541133646e+02,-3.05616509346331e+03,7.05593178088788e+03,7.08108291046599e+00,-1.28901004761800e+00,8.22757955280852e-02,1.33781200471572e+03,7.19791993525098e+00,2.86820455726970e+02,6.01209505250108e+01,7.18347153679497e+00,9.15076840159600e-01,1.35320402174912e-02
2.46038837446612e+06,7.70733214997817e+03,9.90241764620883e-04,6.60548411931949e+01,1.70098371179347e+02,3.59653820580392e+02,1.73700061012425e+02,7.73825390015293e+03,2.90017529533731e-03,6.61415977067503e+01,1.69999613387660e+02,1.00877627953720e+01,5.62291844233991e-01,3.09217501747580e+01,1.90993353071643e-03,8.67565135554145e-02,9.87577916872908e-02,3.49566057785020e+02,1.73137769168191e+02,-1.37272305693553e+02,-3.15016225970280e+03,7.04113613089808e+03,7.09393955238444e+00,-1.08267212251458e+00,-3.45224757884086e-01,1.33691827320320e+03,7.18438149259982e+00,-5.90796442710861e+02,-3.06477962520671e+03,7.05633410113817e+03,7.08514396229044e+00,-1.26844243861136e+00,4.25102596990888e-02,1.33781269437558e+03,7.19791763697187e+00,4.53524137017309e+02,8.53826344960989e+01,1.51979702400859e+01,8.94421172375587e-01,1.35361443720576e-02
2.46038837454138e+06,7.70738322636395e+03,9.89183733834698e-04,6.60548660545939e+01,1.70124099100788e+02,3.59733735406489e+02,1.72590385769921e+02,7.73825138475653e+03,2.89999835138861e-03,6.61415339225233e+01,1.70026466533580e+02,8.33841200755687e+00,1.10640341755743e+00,3.08681583925818e+01,1.91081461755391e-03,8.66678679294068e-02,9.76325672085920e-02,3.51395323398932e+02,1.71483982352364e+02,7.70801403912544e+01,-3.18138368931075e+03,7.02803051035678e+03,7.09521288292331e+00,-9.97149283012950e-01,-5.28192174912750e-01,1.33694370563784e+03,7.18438163798759e+00,-5.43255572658548e+02,-3.07323775061722e+03,7.05647782089797e+03,7.08892801742103e+00,-1.24782493124691e+00,2.74300410477490e-03,1.33781467674466e+03,7.19791462989731e+00,6.20335713049803e+02,1.08145938693534e+02,2.84473105411889e+01,8.70971106814068e-01,1.35329919097238e-02
2.46038837461664e+06,7.70745632311112e+03,9.86156355235320e-04,6.60549273015031e+01,1.70149833244125e+02,3.59785159861516e+02,1.71470892029707e+02,7.73824995764174e+03,2.90005751936433e-03,6.61414718606004e+01,1.70053318768754e+02,7.10425497355019e+00,1.65041799353495e+00,3.07936345306171e+01,1.91390116412901e-03,8.65445590972911e-02,9.65144753707534e-02,3.52680904887965e+02,1.69820474036172e+02,2.91400899390318e+02,-3.20992595726012e+03,7.00944164072287e+03,7.09088301160931e+00,-9.10850710682286e-01,-7.10749078786312e-01,1.33697318530385e+03,7.18438829368761e+00,-4.95687465263643e+02,-3.08153901944379e+03,7.05636293491383e+03,7.09243485370138e+00,-1.22715880868110e+00,-3.70239436844547e-02,1.33781795150714e+03,7.19791092388116e+00,7.87088364653961e+02,1.28386937816329e+02,4.69212941909591e+01,8.44766203283143e-01,1.35226301935463e-02
2.46038837469190e+06,7.70755121258268e+03,9.81183259896816e-04,6.60550245503132e+01,1.70175576159452e+02,3.59821345196406e+02,1.70337700993797e+02,7.73824963878300e+03,2.90035520988569e-03,6.61414115284644e+01,1.70080170452196e+02,6.18826288933110e+00,2.19424372453039e+00,3.06984262003207e+01,1.91917194998887e-03,8.63869781512818e-02,9.54057072556509e-02,3.53633082307075e+02,1.68143457269266e+02,5.05520645168986e+02,-3.23576691758224e+03,6.98538396258623e+03,7.08095244976357e+00,-8.23848358836801e-01,-8.92754040550633e-01,1.33700666055245e+03,7.18440140102780e+00,-4.48093330903227e+02,-3.08968322209778e+03,7.05598944791762e+03,7.09566435705390e+00,-1.20644480590250e+00,-7.67896751489706e-02,1.33782251838631e+03,7.19790652841948e+00,9.53613976072213e+02,1.46083695484459e+02,7.06054853313926e+01,8.15857833865266e-01,1.35051273916735e-02
2.46038837476717e+06,7.70766759940300e+03,9.74296024344855e-04,6.60551573061195e+01,1.70201329866895e+02,3.59848419072597e+02,1.69186832444498e+02,7.73825044724920e+03,2.90089363512356e-03,6.61413529343183e+01,1.70107021454558e+02,5.48224264618409e+00,2.73778071756695e+00,3.05828478462008e+01,1.92659761077871e-03,8.61956281987659e-02,9.43084123373978e-02,3.54366176426413e+02,1.66449051726931e+02,7.19270153796037e+02,-3.25888667384897e+03,6.95587615368955e+03,7.06542803601624e+00,-7.36214783301231e-01,-1.07406603487698e+00,1.33704406809184e+03,7.18442088038778e+00,-4.00475056869237e+02,-3.09767003559858e+03,7.05535737036389e+03,7.09861636682193e+00,-1.18568396368102e+00,-1.16552721260124e-01,1.33782837705504e+03,7.19790145263713e+00,1.11974521066527e+03,1.61216638250394e+02,9.94812166743432e+01,7.84308963198782e-01,1.34805722493523e-02
2.46038837484243e+06,7.70780512136593e+03,9.65534149259352e-04,6.60553249627238e+01,1.70227096519998e+02,3.59869603617786e+02,1.68014156511351e+02,7.73825240084804e+03,2.90167475919660e-03,6.61412960852220e+01,1.70133871826618e+02,4.92195767829011e+00,3.28092361036406e+00,3.04472794821140e+01,1.93614060993724e-03,8.59711224982647e-02,9.32246933794829e-02,3.54947645939496e+02,1.64733232900987e+02,9.32480471968304e+02,-3.27926759311416e+03,6.92094111519408e+03,7.04432094522821e+00,-6.48023002788912e-01,-1.25454454247566e+00,1.33708533315315e+03,7.18444663147969e+00,-3.52834956076641e+02,-3.10549907502326e+03,7.05446673178158e+03,7.10129071833217e+00,-1.16487746681779e+00,-1.56311239370835e-01,1.33783552708409e+03,7.19789570517134e+00,1.28531542804495e+03,1.73768518090894e+02,1.33525616587493e+02,7.50193930935893e-01,1.34490736916559e-02
2.46038837491770e+06,7.70796335054763e+03,9.54945042864397e-04,6.60555268049211e+01,1.70252878230608e+02,3.59886753779192e+02,1.66815343332603e+02,7.73825551591040e+03,2.90270028479526e-03,6.61412409874321e+01,1.70160721621606e+02,4.46689479691010e+00,3.82357690382283e+00,3.02921653627682e+01,1.94775524193086e-03,8.57141825110403e-02,9.21566090025863e-02,3.55419858982282e+02,1.62991766428780e+02,1.14498303866049e+03,-3.29689431961875e+03,6.88060595498545e+03,7.01764668035423e+00,-5.59346462794407e-01,-1.43404965234428e+00,1.33713036969148e+03,7.18447853369443e+00,-3.05174476031075e+02,-3.11317010771273e+03,7.05331755702929e+03,7.10368729998337e+00,-1.14402617405463e+00,-1.96064132890504e-01,1.33784396813950e+03,7.19788929388840e+00,1.45015751469157e+03,1.83724211906013e+02,1.72711602043844e+02,7.13598448014636e-01,1.34107601939677e-02
2.46038837499296e+06,7.70814179462126e+03,9.42584011529701e-04,6.60557620111187e+01,1.70278676898058e+02,3.59901011954385e+02,1.65585809626141e+02,7.73825980695827e+03,2.90397158658724e-03,6.61411876463141e+01,1.70187570743607e+02,4.09027073618258e+00,4.36563208856346e+00,3.01180123370132e+01,1.96138757505754e-03,8.54256351953495e-02,9.11061544514951e-02,3.55810741218202e+02,1.61220177537578e+02,1.35660980644271e+03,-3.31175379038433e+03,6.83490196791446e+03,6.98542506315245e+00,-4.70258998302846e-01,-1.61244216386186e+00,1.33717908062169e+03,7.18451644651209e+00,-2.57496157907318e+02,-3.12068273129300e+03,7.05190990682212e+03,7.10580596364789e+00,-1.12313137549730e+00,-2.35809372307102e-01,1.33785369966689e+03,7.19788222602372e+00,1.61410596435003e+03,1.91071059091324e+02,2.17007938907653e+02,6.74619045207692e-01,1.33657795116280e-02
2.46038837506822e+06,7.70833989836943e+03,9.28514260938066e-04,6.60560296543627e+01,1.70304494870434e+02,3.59913119434217e+02,1.64320661175239e+02,7.73826528667737e+03,2.90548974041786e-03,6.61411360650467e+01,1.70214419598303e+02,3.77366301113124e+00,4.90699573243293e+00,2.99253883079418e+01,1.97697547947980e-03,8.51064106840766e-02,9.00752721310880e-02,3.56139456423085e+02,1.59413665442806e+02,1.56719341058805e+03,-3.32383523011489e+03,6.78386461286491e+03,6.94768022920438e+00,-3.80834694555660e-01,-1.78958368871250e+00,1.33723135808799e+03,7.18456020997531e+00,-2.09801215705750e+02,-3.12803676295438e+03,7.05024381546923e+03,7.10764663003491e+00,-1.10219380674894e+00,-2.75546047370583e-01,1.33786472134315e+03,7.19787450774906e+00,1.77699462629380e+03,1.95798467160514e+02,2.66379202604322e+02,6.33363255161385e-01,1.33142977737499e-02
2.46038837514349e+06,7.70855704539010e+03,9.12806912081449e-04,6.60563287075624e+01,1.70330333932540e+02,3.59923577704706e+02,1.63014630223253e+02,7.73827196561368e+03,2.90725545639459e-03,6.61410862464640e+01,1.70241268099616e+02,3.50399825745641e+00,5.44756666734336e+00,2.97149202235814e+01,1.99444854431314e-03,8.47575389015844e-02,8.90658329239784e-02,3.56419579447249e+02,1.57567063555909e+02,1.77656724122131e+03,-3.33313018103522e+03,6.72753348699423e+03,6.90444060538581e+00,-2.91147952086398e-01,-1.96533675255445e+00,1.33728708376671e+03,7.18460964522400e+00,-1.62091541822564e+02,-3.13523191809570e+03,7.04831934121450e+03,7.10920919248338e+00,-1.08121451242126e+00,-3.15272688222801e-01,1.33787703271085e+03,7.19786614437221e+00,1.93865878304388e+03,1.97898262939514e+02,3.20785854220265e+02,5.89948944149000e-01,1.32564991482118e-02
