Epoch,tle_a,tle_e,tle_i,tle_O,tle_omega,tle_m,rk45_a,rk45_e,rk45_i,rk45_O,rk45_omega,rk45_m,a_err,e_err,i_err,O_err,omega_err,m_err,x_tle,y_tle,z_tle,vx_tle,vy_tle,vz_tle,alt_tle,speed_tle,x_rk45,y_rk45,z_rk45,vx_rk45,vy_rk45,vz_rk45,alt_rk45,speed_rk45,x_err,y_err,z_err,alt_err,speed_err
2.46038837439085e+06,7.70730325315171e+03,9.89314786221803e-04,6.60548529860879e+01,1.70072647414902e+02,3.59510469084865e+02,1.74803742251743e+02,7.73825748316008e+03,2.90058577540934e-03,6.61416632043876e+01,1.69972759478835e+02,1.27507702921853e+01,1.81900684900506e-02,3.09542300083731e+01,1.91127098918754e-03,8.68102182997035e-02,9.98879360677449e-02,3.46759698792680e+02,1.74785552183253e+02,-3.51487085406675e+02,-3.11628604398832e+03,7.04874830935108e+03,7.08706485257953e+00,-1.16734780968170e+00,-1.61988557827511e-01,1.33689692787556e+03,7.18438789503349e+00,-6.38307541133646e+02,-3.05616509346331e+03,7.05593178088788e+03,7.08108291046599e+00,-1.28901004761800e+00,8.22757955280852e-02,1.33781200471572e+03,7.19791993525098e+00,2.86820455726970e+02,6.01209505250108e+01,7.18347153679497e+00,9.15076840159600e-01,1.35320402174912e-02
2.46038837446612e+06,7.70733214997817e+03,9.90241764620883e-04,6.60548411931949e+01,1.70098371179347e+02,3.59653820580392e+02,1.73700061012425e+02,7.73825748316009e+03,2.90058577540930e-03,6.61416003901734e+01,1.69999923469508e+02,1.27509759338833e+01,3.63750163928155e-01,3.09253331819118e+01,1.91034401078842e-03,8.67591969784911e-02,9.84477098393484e-02,3.46902844646509e+02,1.73336310848497e+02,-1.37272305693553e+02,-3.15016225970280e+03,7.04113613089808e+03,7.09393955238444e+00,-1.08267212251458e+00,-3.45224757884086e-01,1.33691827320320e+03,7.18438149259982e+00,-5.90796399760185e+02,-3.06477942841054e+03,7.05633393233963e+03,7.08515702260178e+00,-1.26838187108516e+00,4.24583481832598e-02,1.33781245854678e+03,7.19791951310595e+00,4.53524094066633e+02,8.53828312922592e+01,1.51978014415454e+01,8.94185343574463e-01,1.35380205061297e-02
2.46038837454138e+06,7.70738322636395e+03,9.89183733834698e-04,6.60548660545939e+01,1.70124099100788e+02,3.59733735406489e+02,1.72590385769921e+02,7.73825748316008e+03,2.90058577540934e-03,6.61415375706554e+01,1.70027087474172e+02,1.27511810351442e+01,7.09311881092865e-01,3.08742567961290e+01,1.91140204157464e-03,8.66715160615144e-02,9.70116266166485e-02,3.46982554371345e+02,1.71881073888829e+02,7.70801403912544e+01,-3.18138368931075e+03,7.02803051035678e+03,7.09521288292331e+00,-9.97149283012950e-01,-5.28192174912750e-01,1.33694370563784e+03,7.18438163798759e+00,-5.43255405133894e+02,-3.07323696229943e+03,7.05647714582742e+03,7.08895317717794e+00,-1.24770354248082e+00,2.63921166795791e-03,1.33781373357570e+03,7.19791832709837e+00,6.20335545525149e+02,1.08146727011318e+02,2.84466354706401e+01,8.70027937851773e-01,1.35366891107820e-02
2.46038837461664e+06,7.70745632311112e+03,9.86156355235320e-04,6.60549273015031e+01,1.70149833244125e+02,3.59785159861516e+02,1.71470892029707e+02,7.73825748316008e+03,2.90058577540923e-03,6.61414747462392e+01,1.70054251323604e+02,1.27513855946665e+01,1.05487035480933e+00,3.08011600489563e+01,1.91442942017391e-03,8.65474447360555e-02,9.55819205203170e-02,3.47033774266849e+02,1.70416021674897e+02,2.91400899390318e+02,-3.20992595726012e+03,7.00944164072287e+03,7.09088301160931e+00,-9.10850710682286e-01,-7.10749078786312e-01,1.33697318530385e+03,7.18438829368761e+00,-4.95687098014854e+02,-3.08153724321849e+03,7.05636141632889e+03,7.09247114123254e+00,-1.22697635029258e+00,-3.71795795053702e-02,1.33781582973155e+03,7.19791637729461e+00,7.87087997405172e+02,1.28388714041624e+02,4.69197756060175e+01,8.42644427701089e-01,1.35280836069986e-02
2.46038837469190e+06,7.70755121258268e+03,9.81183259896816e-04,6.60550245503132e+01,1.70175576159452e+02,3.59821345196406e+02,1.70337700993797e+02,7.73825748316007e+03,2.90058577540892e-03,6.61414119161619e+01,1.70081415353752e+02,1.27515896148648e+01,1.40043045024920e+00,3.07062705773960e+01,1.91940251551210e-03,8.63873658487648e-02,9.41608057003691e-02,3.47069755581542e+02,1.68937270543548e+02,5.05520645168986e+02,-3.23576691758224e+03,6.98538396258623e+03,7.08095244976357e+00,-8.23848358836801e-01,-8.92754040550633e-01,1.33700666055245e+03,7.18440140102780e+00,-4.48092695318220e+02,-3.08968005993200e+03,7.05598674882601e+03,7.09571079037351e+00,-1.20620103417511e+00,-7.69971120516915e-02,1.33781874696050e+03,7.19791366374538e+00,9.53613340487206e+02,1.46086857650239e+02,7.06027862397750e+01,8.12086408054711e-01,1.35122627175743e-02
2.46038837476717e+06,7.70766759940300e+03,9.74296024344855e-04,6.60551573061195e+01,1.70201329866895e+02,3.59848419072597e+02,1.69186832444498e+02,7.73825748316008e+03,2.90058577541013e-03,6.61413490808243e+01,1.70108579397476e+02,1.27517930943945e+01,1.74599216741199e+00,3.05898837570821e+01,1.92628975106528e-03,8.61917747047727e-02,9.27504694189452e-02,3.47096625978203e+02,1.67440840277086e+02,7.19270153796037e+02,-3.25888667384897e+03,6.95587615368955e+03,7.06542803601624e+00,-7.36214783301231e-01,-1.07406603487698e+00,1.33704406809184e+03,7.18442088038778e+00,-4.00474090943376e+02,-3.09766508786033e+03,7.05535315406178e+03,7.09867195374999e+00,-1.18537864151096e+00,-1.16811912093628e-01,1.33782248516612e+03,7.19791018654123e+00,1.11974424473941e+03,1.61221585988646e+02,9.94770003722306e+01,7.78417074282515e-01,1.34893061534500e-02
2.46038837484243e+06,7.70780512136593e+03,9.65534149259352e-04,6.60553249627238e+01,1.70227096519998e+02,3.59869603617786e+02,1.68014156511351e+02,7.73825748316008e+03,2.90058577540939e-03,6.61412862402403e+01,1.70135743454779e+02,1.27519960331095e+01,2.09155226285281e+00,3.04523617941495e+01,1.93505162615004e-03,8.59612775165459e-02,9.13530652187546e-02,3.47117607584677e+02,1.65922604248498e+02,9.32480471968304e+02,-3.27926759311416e+03,6.92094111519408e+03,7.04432094522821e+00,-6.48023002788912e-01,-1.25454454247566e+00,1.33708533315315e+03,7.18444663147969e+00,-3.52833604482442e+02,-3.10549194055368e+03,7.05446066190223e+03,7.10135445684742e+00,-1.16451036540608e+00,-1.56622132217043e-01,1.33782704417497e+03,7.19790594584461e+00,1.28531407645075e+03,1.73775652560475e+02,1.33519546708141e+02,7.41711021822084e-01,1.34593143649200e-02
2.46038837491770e+06,7.70796335054763e+03,9.54945042864397e-04,6.60555268049211e+01,1.70252878230608e+02,3.59886753779192e+02,1.66815343332603e+02,7.73825748316008e+03,2.90058577540959e-03,6.61412233944271e+01,1.70162907524411e+02,1.27521984309515e+01,2.43711398001640e+00,3.02941326124474e+01,1.94564073254519e-03,8.56965895060142e-02,8.99707061975050e-02,3.47134555348241e+02,1.64378229352586e+02,1.14498303866049e+03,-3.29689431961875e+03,6.88060595498545e+03,7.01764668035423e+00,-5.59346462794407e-01,-1.43404965234428e+00,1.33713036969148e+03,7.18447853369443e+00,-3.05172690173903e+02,-3.11316038384586e+03,7.05330929753765e+03,7.10375817893984e+00,-1.14359707286348e+00,-1.96426672513786e-01,1.33783242386110e+03,7.19790094177403e+00,1.45015572883440e+03,1.83733935772884e+02,1.72703342552197e+02,7.02054169621988e-01,1.34224080795997e-02
2.46038837499296e+06,7.70814179462126e+03,9.42584011529701e-04,6.60557620111187e+01,1.70278676898058e+02,3.59901011954385e+02,1.65585809626141e+02,7.73825748316007e+03,2.90058577540910e-03,6.61411605437845e+01,1.70190071439650e+02,1.27524002865464e+01,2.78267245373429e+00,3.01156885388064e+01,1.95800176387940e-03,8.53985326657636e-02,8.86054584078124e-02,3.47148611667838e+02,1.62803137172407e+02,1.35660980644271e+03,-3.31175379038433e+03,6.83490196791446e+03,6.98542506315245e+00,-4.70258998302846e-01,-1.61244216386186e+00,1.33717908062169e+03,7.18451644651209e+00,-2.57493895993841e+02,-3.12067001397988e+03,7.05189912208881e+03,7.10588296326975e+00,-1.12264006480057e+00,-2.36223499326078e-01,1.33783862394388e+03,7.19789517459213e+00,1.61410370243655e+03,1.91083776404441e+02,2.16997154174345e+02,6.59543322195532e-01,1.33787280800357e-02
2.46038837506822e+06,7.70833989836943e+03,9.28514260938066e-04,6.60560296543627e+01,1.70304494870434e+02,3.59913119434217e+02,1.64320661175239e+02,7.73825748316008e+03,2.90058577541049e-03,6.61410976875503e+01,1.70217235536028e+02,1.27526016023823e+01,3.12823254917200e+00,2.99175847906490e+01,1.97207151447242e-03,8.50680331876532e-02,8.72593344062409e-02,3.47160517831834e+02,1.61192428626067e+02,1.56719341058805e+03,-3.32383523011489e+03,6.78386461286491e+03,6.94768022920438e+00,-3.80834694555660e-01,-1.78958368871250e+00,1.33723135808799e+03,7.18456020997531e+00,-2.09798442784758e+02,-3.12802064675580e+03,7.05023017022547e+03,7.10772872287856e+00,-1.10164008694638e+00,-2.76011699996572e-01,1.33784564427535e+03,7.19788864443839e+00,1.77699185337281e+03,1.95814583359093e+02,2.66365557360559e+02,6.14286187359539e-01,1.33284344630722e-02
2.46038837514349e+06,7.70855704539010e+03,9.12806912081449e-04,6.60563287075624e+01,1.70330333932540e+02,3.59923577704706e+02,1.63014630223253e+02,7.73825748316007e+03,2.90058577540988e-03,6.61410348261273e+01,1.70244399645572e+02,1.27528023769685e+01,3.47379426633729e+00,2.97004377699695e+01,1.98777886332843e-03,8.47061185648386e-02,8.59342869680688e-02,3.47170775327737e+02,1.59540835956915e+02,1.77656724122131e+03,-3.33313018103522e+03,6.72753348699423e+03,6.90444060538581e+00,-2.91147952086398e-01,-1.96533675255445e+00,1.33728708376671e+03,7.18460964522400e+00,-1.62088229839221e+02,-3.13521199629390e+03,7.04830250060026e+03,7.10929534419788e+00,-1.08059819592177e+00,-3.15789801716487e-01,1.33785348460722e+03,7.19788135154583e+00,1.93865547106053e+03,1.97918184741315e+02,3.20769013606025e+02,5.66400840519236e-01,1.32717063218264e-02
2.46038837521875e+06,7.70879255999117e+03,8.95541037283678e-04,6.60566580451509e+01,1.70356195971274e+02,3.59932737783851e+02,1.61662006771511e+02,7.73825748316007e+03,2.90058577540987e-03,6.61409719595296e+01,1.70271563768283e+02,1.27530026103291e+01,3.81935436177675e+00,2.94649231688991e+01,2.00504473812620e-03,8.43139143786544e-02,8.46322029904343e-02,3.47179735173522e+02,1.57842652409735e+02,1.98456561175255e+03,-3.33963249537256e+03,6.66595229669999e+03,6.85573889985952e+00,-2.01273346217696e-01,-2.13956489647259e+00,1.33734612920114e+03,7.18466455508971e+00,-1.14365582155276e+02,-3.14224372062388e+03,7.04611620312317e+03,7.11058272237230e+00,-1.05951559561593e+00,-3.55555958873381e-01,1.33786214457573e+03,7.19787329625517e+00,2.09893119390783e+03,1.97388774748680e+02,3.80163906423176e+02,5.16015374588278e-01,1.32087411654602e-02
