Epoch,tle_a,tle_e,tle_i,tle_O,tle_omega,tle_m,rk45_a,rk45_e,rk45_i,rk45_O,rk45_omega,rk45_m,a_err,e_err,i_err,O_err,omega_err,m_err,x_tle,y_tle,z_tle,vx_tle,vy_tle,vz_tle,alt_tle,speed_tle,x_rk45,y_rk45,z_rk45,vx_rk45,vy_rk45,vz_rk45,alt_rk45,speed_rk45,x_err,y_err,z_err,alt_err,speed_err
2.46038837439085e+06,7.70730325315171e+03,9.89314786221803e-04,6.60548529860879e+01,1.70072647414902e+02,3.59510469084865e+02,1.74803742251743e+02,7.73825748316008e+03,2.90058577540934e-03,6.61416632043876e+01,1.69972759478835e+02,1.27507702921853e+01,1.81900684900506e-02,3.09542300083731e+01,1.91127098918754e-03,8.68102182997035e-02,9.98879360677449e-02,3.46759698792680e+02,1.74785552183253e+02,-3.51487085406675e+02,-3.11628604398832e+03,7.04874830935108e+03,7.08706485257953e+00,-1.16734780968170e+00,-1.61988557827511e-01,1.33689692787556e+03,7.18438789503349e+00,-6.38307541133646e+02,-3.05616509346331e+03,7.05593178088788e+03,7.08108291046599e+00,-1.28901004761800e+00,8.22757955280852e-02,1.33781200471572e+03,7.19791993525098e+00,2.86820455726970e+02,6.01209505250108e+01,7.18347153679497e+00,9.15076840159600e-01,1.35320402174912e-02
2.46038837446612e+06,7.70733214997817e+03,9.90241764620883e-04,6.60548411931949e+01,1.70098371179347e+02,3.59653820580392e+02,1.73700061012425e+02,7.73825390015292e+03,2.90017529533533e-03,6.61415977067503e+01,1.69999613387660e+02,1.00877627953644e+01,5.62291844234077e-01,3.09217501747426e+01,1.90993353071445e-03,8.67565135554145e-02,9.87577916872908e-02,3.49566057785028e+02,1.73137769168191e+02,-1.37272305693553e+02,-3.15016225970280e+03,7.04113613089808e+03,7.09393955238444e+00,-1.08267212251458e+00,-3.45224757884086e-01,1.33691827320320e+03,7.18438149259982e+00,-5.90796442710861e+02,-3.06477962520671e+03,7.05633410113817e+03,7.08514396229044e+00,-1.26844243861136e+00,4.25102596990887e-02,1.33781269437558e+03,7.19791763697187e+00,4.53524137017309e+02,8.53826344960989e+01,1.51979702400859e+01,8.94421172375587e-01,1.35361443720505e-02
2.46038837454138e+06,7.70738322636395e+03,9.89183733834698e-04,6.60548660545939e+01,1.70124099100788e+02,3.59733735406489e+02,1.72590385769921e+02,7.73825138475651e+03,2.89999835138539e-03,6.61415339225233e+01,1.70026466533580e+02,8.33841200753884e+00,1.10640341755870e+00,3.08681583925563e+01,1.91081461755070e-03,8.66678679294068e-02,9.76325672085920e-02,3.51395323398950e+02,1.71483982352363e+02,7.70801403912544e+01,-3.18138368931075e+03,7.02803051035678e+03,7.09521288292331e+00,-9.97149283012950e-01,-5.28192174912750e-01,1.33694370563784e+03,7.18438163798759e+00,-5.43255572658548e+02,-3.07323775061722e+03,7.05647782089797e+03,7.08892801742102e+00,-1.24782493124690e+00,2.74300410477484e-03,1.33781467674466e+03,7.19791462989730e+00,6.20335713049803e+02,1.08145938693534e+02,2.84473105411889e+01,8.70971106814068e-01,1.35329919097122e-02
2.46038837461664e+06,7.70745632311112e+03,9.86156355235320e-04,6.60549273015031e+01,1.70149833244125e+02,3.59785159861516e+02,1.71470892029707e+02,7.73824995764170e+03,2.90005751935974e-03,6.61414718606004e+01,1.70053318768754e+02,7.10425497353098e+00,1.65041799353646e+00,3.07936345305807e+01,1.91390116412442e-03,8.65445590972911e-02,9.65144753707534e-02,3.52680904887985e+02,1.69820474036170e+02,2.91400899390318e+02,-3.20992595726012e+03,7.00944164072287e+03,7.09088301160931e+00,-9.10850710682286e-01,-7.10749078786312e-01,1.33697318530385e+03,7.18438829368761e+00,-4.95687465263643e+02,-3.08153901944379e+03,7.05636293491383e+03,7.09243485370136e+00,-1.22715880868110e+00,-3.70239436844548e-02,1.33781795150714e+03,7.19791092388114e+00,7.87088364653961e+02,1.28386937816329e+02,4.69212941909591e+01,8.44766203283143e-01,1.35226301935303e-02
2.46038837469190e+06,7.70755121258268e+03,9.81183259896816e-04,6.60550245503132e+01,1.70175576159452e+02,3.59821345196406e+02,1.70337700993797e+02,7.73824963878295e+03,2.90035520987925e-03,6.61414115284644e+01,1.70080170452196e+02,6.18826288930437e+00,2.19424372453367e+00,3.06984262002707e+01,1.91917194998244e-03,8.63869781512818e-02,9.54057072556509e-02,3.53633082307102e+02,1.68143457269263e+02,5.05520645168986e+02,-3.23576691758224e+03,6.98538396258623e+03,7.08095244976357e+00,-8.23848358836801e-01,-8.92754040550633e-01,1.33700666055245e+03,7.18440140102780e+00,-4.48093330903227e+02,-3.08968322209778e+03,7.05598944791762e+03,7.09566435705387e+00,-1.20644480590250e+00,-7.67896751489706e-02,1.33782251838631e+03,7.19790652841945e+00,9.53613976072213e+02,1.46083695484459e+02,7.06054853313926e+01,8.15857833865266e-01,1.35051273916504e-02
2.46038837476717e+06,7.70766759940300e+03,9.74296024344855e-04,6.60551573061195e+01,1.70201329866895e+02,3.59848419072597e+02,1.69186832444498e+02,7.73825044724913e+03,2.90089363511466e-03,6.61413529343183e+01,1.70107021454558e+02,5.48224264614524e+00,2.73778071757406e+00,3.05828478461308e+01,1.92659761076980e-03,8.61956281987801e-02,9.43084123373978e-02,3.54366176426452e+02,1.66449051726924e+02,7.19270153796037e+02,-3.25888667384897e+03,6.95587615368955e+03,7.06542803601624e+00,-7.36214783301231e-01,-1.07406603487698e+00,1.33704406809184e+03,7.18442088038778e+00,-4.00475056869238e+02,-3.09767003559858e+03,7.05535737036389e+03,7.09861636682190e+00,-1.18568396368102e+00,-1.16552721260123e-01,1.33782837705504e+03,7.19790145263710e+00,1.11974521066527e+03,1.61216638250395e+02,9.94812166743432e+01,7.84308963197873e-01,1.34805722493203e-02
2.46038837484243e+06,7.70780512136593e+03,9.65534149259352e-04,6.60553249627238e+01,1.70227096519998e+02,3.59869603617786e+02,1.68014156511351e+02,7.73825240084796e+03,2.90167475918621e-03,6.61412960852220e+01,1.70133871826618e+02,4.92195767824878e+00,3.28092361037350e+00,3.04472794820331e+01,1.93614060992686e-03,8.59711224982789e-02,9.32246933794829e-02,3.54947645939537e+02,1.64733232900977e+02,9.32480471968304e+02,-3.27926759311416e+03,6.92094111519408e+03,7.04432094522821e+00,-6.48023002788912e-01,-1.25454454247566e+00,1.33708533315315e+03,7.18444663147969e+00,-3.52834956076641e+02,-3.10549907502326e+03,7.05446673178158e+03,7.10129071833213e+00,-1.16487746681779e+00,-1.56311239370834e-01,1.33783552708409e+03,7.19789570517131e+00,1.28531542804495e+03,1.73768518090895e+02,1.33525616587493e+02,7.50193930934984e-01,1.34490736916186e-02
2.46038837491770e+06,7.70796335054763e+03,9.54945042864397e-04,6.60555268049211e+01,1.70252878230608e+02,3.59886753779192e+02,1.66815343332603e+02,7.73825551591030e+03,2.90270028478314e-03,6.61412409874321e+01,1.70160721621606e+02,4.46689479686997e+00,3.82357690383327e+00,3.02921653626736e+01,1.94775524191874e-03,8.57141825110403e-02,9.21566090025863e-02,3.55419858982322e+02,1.62991766428769e+02,1.14498303866049e+03,-3.29689431961875e+03,6.88060595498545e+03,7.01764668035423e+00,-5.59346462794407e-01,-1.43404965234428e+00,1.33713036969148e+03,7.18447853369443e+00,-3.05174476031076e+02,-3.11317010771273e+03,7.05331755702929e+03,7.10368729998333e+00,-1.14402617405462e+00,-1.96064132890504e-01,1.33784396813950e+03,7.19788929388835e+00,1.45015751469157e+03,1.83724211906014e+02,1.72711602043844e+02,7.13598448014636e-01,1.34107601939242e-02
2.46038837499296e+06,7.70814179462126e+03,9.42584011529701e-04,6.60557620111187e+01,1.70278676898058e+02,3.59901011954385e+02,1.65585809626141e+02,7.73825980695817e+03,2.90397158657339e-03,6.61411876463141e+01,1.70187570743607e+02,4.09027073613890e+00,4.36563208857716e+00,3.01180123369049e+01,1.96138757504369e-03,8.54256351953495e-02,9.11061544514951e-02,3.55810741218246e+02,1.61220177537564e+02,1.35660980644271e+03,-3.31175379038433e+03,6.83490196791446e+03,6.98542506315245e+00,-4.70258998302846e-01,-1.61244216386186e+00,1.33717908062169e+03,7.18451644651209e+00,-2.57496157907319e+02,-3.12068273129300e+03,7.05190990682212e+03,7.10580596364784e+00,-1.12313137549729e+00,-2.35809372307102e-01,1.33785369966689e+03,7.19788222602367e+00,1.61410596435003e+03,1.91071059091325e+02,2.17007938907653e+02,6.74619045206782e-01,1.33657795115782e-02
2.46038837506822e+06,7.70833989836943e+03,9.28514260938066e-04,6.60560296543627e+01,1.70304494870434e+02,3.59913119434217e+02,1.64320661175239e+02,7.73826528667725e+03,2.90548974040229e-03,6.61411360650468e+01,1.70214419598303e+02,3.77366301108533e+00,4.90699573245050e+00,2.99253883078200e+01,1.97697547946422e-03,8.51064106840909e-02,9.00752721310880e-02,3.56139456423131e+02,1.59413665442789e+02,1.56719341058805e+03,-3.32383523011489e+03,6.78386461286491e+03,6.94768022920438e+00,-3.80834694555660e-01,-1.78958368871250e+00,1.33723135808799e+03,7.18456020997531e+00,-2.09801215705752e+02,-3.12803676295438e+03,7.05024381546923e+03,7.10764663003485e+00,-1.10219380674893e+00,-2.75546047370582e-01,1.33786472134315e+03,7.19787450774901e+00,1.77699462629380e+03,1.95798467160515e+02,2.66379202604322e+02,6.33363255161385e-01,1.33142977736940e-02
