Epoch,tle_a,tle_e,tle_i,tle_O,tle_omega,tle_m,rk45_a,rk45_e,rk45_i,rk45_O,rk45_omega,rk45_m,a_err,e_err,i_err,O_err,omega_err,m_err,x_tle,y_tle,z_tle,vx_tle,vy_tle,vz_tle,alt_tle,speed_tle,x_rk45,y_rk45,z_rk45,vx_rk45,vy_rk45,vz_rk45,alt_rk45,speed_rk45,x_err,y_err,z_err,alt_err,speed_err
2.46038837439085e+06,7.70730325315171e+03,9.89314786221803e-04,6.60548529860879e+01,1.70072647414902e+02,3.59510469084865e+02,1.74803742251743e+02,7.73825748316008e+03,2.90058577540934e-03,6.61416632043876e+01,1.69972759478835e+02,1.27507702921853e+01,1.81900684900506e-02,3.09542300083731e+01,1.91127098918754e-03,8.68102182997035e-02,9.98879360677449e-02,3.46759698792680e+02,1.74785552183253e+02,-3.51487085406675e+02,-3.11628604398832e+03,7.04874830935108e+03,7.08706485257953e+00,-1.16734780968170e+00,-1.61988557827511e-01,1.33689692787556e+03,7.18438789503349e+00,-6.38307541133646e+02,-3.05616509346331e+03,7.05593178088788e+03,7.08108291046599e+00,-1.28901004761800e+00,8.22757955280852e-02,1.33781200471572e+03,7.19791993525098e+00,2.86820455726970e+02,6.01209505250108e+01,7.18347153679497e+00,9.15076840159600e-01,1.35320402174912e-02
2.46038837446612e+06,7.70733214997817e+03,9.90241764620883e-04,6.60548411931949e+01,1.70098371179347e+02,3.59653820580392e+02,1.73700061012425e+02,7.73825539047272e+03,2.90036762406304e-03,6.61415976958665e+01,1.69999612169531e+02,1.00795297569967e+01,5.63127939162557e-01,3.09232404945460e+01,1.91012585944216e-03,8.67565026716051e-02,9.87590098162912e-02,3.49574290823395e+02,1.73136933073262e+02,-1.37272305693553e+02,-3.15016225970280e+03,7.04113613089808e+03,7.09393955238444e+00,-1.08267212251458e+00,-3.45224757884086e-01,1.33691827320320e+03,7.18438149259982e+00,-5.90796440668601e+02,-3.06477962645569e+03,7.05633410187847e+03,7.08514459316518e+00,-1.26844281189039e+00,4.25104971473296e-02,1.33781269539234e+03,7.19791832514526e+00,4.53524134975048e+02,8.53826332471122e+01,1.51979709803854e+01,8.94422189133365e-01,1.35368325454408e-02
2.46038837454138e+06,7.70738322636395e+03,9.89183733834698e-04,6.60548660545939e+01,1.70124099100788e+02,3.59733735406489e+02,1.72590385769921e+02,7.73825436223273e+03,2.90038320821633e-03,6.61415339098302e+01,1.70026464843485e+02,8.32711121956450e+00,1.10810380214214e+00,3.08711358687733e+01,1.91119947438164e-03,8.66678552363283e-02,9.76342573031275e-02,3.51406624186925e+02,1.71482281967779e+02,7.70801403912544e+01,-3.18138368931075e+03,7.02803051035678e+03,7.09521288292331e+00,-9.97149283012950e-01,-5.28192174912750e-01,1.33694370563784e+03,7.18438163798759e+00,-5.43255564424890e+02,-3.07323775532163e+03,7.05647782410937e+03,7.08892929173869e+00,-1.24782560969773e+00,2.74353584083883e-03,1.33781468097570e+03,7.19791600273838e+00,6.20335704816145e+02,1.08145933989125e+02,2.84473137525883e+01,8.70975337858908e-01,1.35343647507913e-02
2.46038837461664e+06,7.70745632311112e+03,9.86156355235320e-04,6.60549273015031e+01,1.70149833244125e+02,3.59785159861516e+02,1.71470892029707e+02,7.73825439859596e+03,2.90063250677717e-03,6.61414718468781e+01,1.70053317358989e+02,7.09196537624562e+00,1.65299930657415e+00,3.07980754848404e+01,1.91447615154185e-03,8.65445453749771e-02,9.65158851359433e-02,3.52693194485270e+02,1.69817892723132e+02,2.91400899390318e+02,-3.20992595726012e+03,7.00944164072287e+03,7.09088301160931e+00,-9.10850710682286e-01,-7.10749078786312e-01,1.33697318530385e+03,7.18438829368761e+00,-4.95687446635220e+02,-3.08153902935136e+03,7.05636294268434e+03,7.09243677529923e+00,-1.22715972012349e+00,-3.70230647481318e-02,1.33781796137365e+03,7.19791296818972e+00,7.87088346025538e+02,1.28386927908760e+02,4.69213019614690e+01,8.44776069797263e-01,1.35246745021123e-02
2.46038837469190e+06,7.70755121258268e+03,9.81183259896816e-04,6.60550245503132e+01,1.70175576159452e+02,3.59821345196406e+02,1.70337700993797e+02,7.73825549954451e+03,2.90111538024961e-03,6.61414115061799e+01,1.70080170070734e+02,6.17590407690480e+00,2.19771153705847e+00,3.07042869618317e+01,1.91993212035279e-03,8.63869558667005e-02,9.54060887175956e-02,3.53645441119502e+02,1.68139989456738e+02,5.05520645168986e+02,-3.23576691758224e+03,6.98538396258623e+03,7.08095244976357e+00,-8.23848358836801e-01,-8.92754040550633e-01,1.33700666055245e+03,7.18440140102780e+00,-4.48093297679358e+02,-3.08968323847446e+03,7.05598946266467e+03,7.09566692101324e+00,-1.20644587510303e+00,-7.67884007385061e-02,1.33782253650056e+03,7.19790922157279e+00,9.53613942848344e+02,1.46083679107778e+02,7.06055000784354e+01,8.15875948115718e-01,1.35078205449881e-02
2.46038837476717e+06,7.70766759940300e+03,9.74296024344855e-04,6.60551573061195e+01,1.70201329866895e+02,3.59848419072597e+02,1.69186832444498e+02,7.73825766492261e+03,2.90183156861978e-03,6.61413528878363e+01,1.70107022834713e+02,5.47024055338961e+00,2.74213013403216e+00,3.05900655196119e+01,1.92753554427492e-03,8.61955817167654e-02,9.43070321817174e-02,3.54378178519208e+02,1.66444702310466e+02,7.19270153796037e+02,-3.25888667384897e+03,6.95587615368955e+03,7.06542803601624e+00,-7.36214783301231e-01,-1.07406603487698e+00,1.33704406809184e+03,7.18442088038778e+00,-4.00475004908997e+02,-3.09767005921204e+03,7.05535739480196e+03,7.09861955954840e+00,-1.18568511340315e+00,-1.16551008392427e-01,1.33782840618441e+03,7.19790476297834e+00,1.11974515870503e+03,1.61216614636934e+02,9.94812411124094e+01,7.84338092567850e-01,1.34838825905579e-02
2.46038837484243e+06,7.70780512136593e+03,9.65534149259352e-04,6.60553249627238e+01,1.70227096519998e+02,3.59869603617786e+02,1.68014156511351e+02,7.73826089437941e+03,2.90278068027961e-03,6.61412959912393e+01,1.70133875676970e+02,4.91050843906002e+00,3.28614000311727e+00,3.04557730134829e+01,1.93724653102026e-03,8.59710285155444e-02,9.32208430278081e-02,3.54959095178726e+02,1.64728016508233e+02,9.32480471968304e+02,-3.27926759311416e+03,6.92094111519408e+03,7.04432094522821e+00,-6.48023002788912e-01,-1.25454454247566e+00,1.33708533315315e+03,7.18444663147969e+00,-3.52834881355103e+02,-3.10549910613332e+03,7.05446676888580e+03,7.10129451776916e+00,-1.16487861889890e+00,-1.56309050922752e-01,1.33783557011227e+03,7.19789959253854e+00,1.28531535332341e+03,1.73768486980837e+02,1.33525653691716e+02,7.50236959120230e-01,1.34529610588539e-02
2.46038837491770e+06,7.70796335054763e+03,9.54945042864397e-04,6.60555268049211e+01,1.70252878230608e+02,3.59886753779192e+02,1.66815343332603e+02,7.73826518745495e+03,2.90396221819130e-03,6.61412408156212e+01,1.70160728616446e+02,4.45608057955068e+00,3.82963677676024e+00,3.03018369073243e+01,1.94901717532691e-03,8.57140107001726e-02,9.21496141621958e-02,3.55430673199642e+02,1.62985706555842e+02,1.14498303866049e+03,-3.29689431961875e+03,6.88060595498545e+03,7.01764668035423e+00,-5.59346462794407e-01,-1.43404965234428e+00,1.33713036969148e+03,7.18447853369443e+00,-3.05174374693105e+02,-3.11317014606906e+03,7.05331760999600e+03,7.10369167596705e+00,-1.14402725048763e+00,-1.96061438062985e-01,1.33784402802601e+03,7.19789371028478e+00,1.45015741335360e+03,1.83724173549690e+02,1.72711655010552e+02,7.13658334530919e-01,1.34151765903487e-02
2.46038837499296e+06,7.70814179462126e+03,9.42584011529701e-04,6.60557620111187e+01,1.70278676898058e+02,3.59901011954385e+02,1.65585809626141e+02,7.73827054343140e+03,2.90537553776960e-03,6.61411873601632e+01,1.70187581513899e+02,4.08011467878325e+00,4.37250398393089e+00,3.01287488101352e+01,1.96279152623990e-03,8.54253490444563e-02,9.10953841591322e-02,3.55820897275602e+02,1.61213305642211e+02,1.35660980644271e+03,-3.31175379038433e+03,6.83490196791446e+03,6.98542506315245e+00,-4.70258998302846e-01,-1.61244216386186e+00,1.33717908062169e+03,7.18451644651209e+00,-2.57496026319750e+02,-3.12068277613954e+03,7.05190997902603e+03,7.10581087835319e+00,-1.12313229949860e+00,-2.35806147011597e-01,1.33785377940454e+03,7.19788711637436e+00,1.61410583276246e+03,1.91071014244788e+02,2.17008011111565e+02,6.74698782852829e-01,1.33706698622680e-02
2.46038837506822e+06,7.70833989836943e+03,9.28514260938066e-04,6.60560296543627e+01,1.70304494870434e+02,3.59913119434217e+02,1.64320661175239e+02,7.73827696156722e+03,2.90701991143759e-03,6.61411356228666e+01,1.70214434723562e+02,3.76415693529955e+00,4.91464123425122e+00,2.99370631977918e+01,1.97850565049952e-03,8.51059685039672e-02,9.00601468727302e-02,3.56148962498917e+02,1.59406019940988e+02,1.56719341058805e+03,-3.32383523011489e+03,6.78386461286491e+03,6.94768022920438e+00,-3.80834694555660e-01,-1.78958368871250e+00,1.33723135808799e+03,7.18456020997531e+00,-2.09801050504803e+02,-3.12803681304098e+03,7.05024391041943e+03,7.10765203855675e+00,-1.10219450378961e+00,-2.75542274486994e-01,1.33786482391564e+03,7.19787981077855e+00,1.77699446109285e+03,1.95798417073910e+02,2.66379297554520e+02,6.33465827649161e-01,1.33196008032357e-02
